order_item_id,order_id,product_id,quantity,unit_price,total_price
245,102,10,1,15153,15153
246,103,10,3,15153,45459
247,103,10,1,15153,15153
248,103,10,3,15153,45459
249,104,5,1,650,650
250,105,11,3,1486,4458
251,105,15,1,18482,18482
252,105,3,1,7218,7218
253,105,12,3,4285,12855
254,106,6,3,32165,96495
255,107,6,3,32165,96495
256,107,8,1,34634,34634
257,108,2,2,38685,77370
258,108,11,1,1486,1486
259,108,7,3,24792,74376
260,109,6,2,32165,64330
261,110,16,1,3369,3369
262,110,10,2,15153,30306
263,110,13,3,37479,112437
264,110,11,1,1486,1486
265,111,6,1,32165,32165
266,111,4,2,4502,9004
267,112,10,1,15153,15153
268,113,15,2,18482,36964
269,113,15,1,18482,18482
270,113,16,1,3369,3369
271,114,10,2,15153,30306
272,115,16,1,3369,3369
273,115,5,1,650,650
274,115,2,3,38685,116055
275,116,5,1,650,650
276,116,12,1,4285,4285
277,117,8,2,34634,69268
278,117,7,1,24792,24792
279,118,1,2,15634,31268
280,118,13,2,37479,74958
281,119,16,3,3369,10107
282,119,16,1,3369,3369
283,119,9,2,25644,51288
284,120,11,3,1486,4458
285,120,3,3,7218,21654
286,121,9,2,25644,51288
287,121,1,1,15634,15634
288,121,8,2,34634,69268
289,121,16,3,3369,10107
290,122,12,2,4285,8570
291,123,3,2,7218,14436
292,123,16,1,3369,3369
293,123,15,2,18482,36964
294,123,12,3,4285,12855
295,124,10,3,15153,45459
296,124,8,2,34634,69268
297,124,5,2,650,1300
298,125,2,3,38685,116055
299,125,11,1,1486,1486
300,126,7,2,24792,49584
301,127,10,3,15153,45459
302,127,6,3,32165,96495
303,127,2,2,38685,77370
304,128,11,3,1486,4458
305,128,15,2,18482,36964
306,129,5,1,650,650
307,129,8,2,34634,69268
308,129,11,1,1486,1486
309,129,15,2,18482,36964
310,130,2,3,38685,116055
311,131,12,2,4285,8570
312,131,9,2,25644,51288
313,131,2,1,38685,38685
314,131,1,1,15634,15634
315,132,5,1,650,650
316,133,6,1,32165,32165
317,133,12,2,4285,8570
318,133,8,3,34634,103902
319,134,1,1,15634,15634
320,134,12,2,4285,8570
321,134,16,3,3369,10107
322,134,9,3,25644,76932
323,135,14,1,35498,35498
324,135,2,3,38685,116055
325,135,11,1,1486,1486
326,136,6,2,32165,64330
327,136,2,2,38685,77370
328,137,13,2,37479,74958
329,137,10,1,15153,15153
330,137,7,1,24792,24792
331,137,10,1,15153,15153
332,138,11,1,1486,1486
333,138,15,1,18482,18482
334,138,3,1,7218,7218
335,139,16,3,3369,10107
336,139,8,1,34634,34634
337,139,15,3,18482,55446
338,140,12,3,4285,12855
339,140,2,1,38685,38685
340,140,15,3,18482,55446
341,140,12,1,4285,4285
342,141,6,3,32165,96495
343,141,6,2,32165,64330
344,142,4,1,4502,4502
345,142,14,3,35498,106494
346,143,4,1,4502,4502
347,144,5,1,650,650
348,144,14,3,35498,106494
349,144,10,3,15153,45459
350,144,4,3,4502,13506
351,145,3,3,7218,21654
352,145,3,3,7218,21654
353,145,5,3,650,1950
354,145,9,3,25644,76932
355,146,12,2,4285,8570
356,146,2,3,38685,116055
357,146,10,2,15153,30306
358,146,6,1,32165,32165
359,147,9,2,25644,51288
360,147,5,3,650,1950
361,147,4,2,4502,9004
362,147,3,2,7218,14436
363,148,15,1,18482,18482
364,149,16,3,3369,10107
365,149,14,1,35498,35498
366,149,3,3,7218,21654
367,150,4,1,4502,4502
368,150,9,2,25644,51288
369,150,13,1,37479,37479
370,151,3,1,7218,7218
371,151,3,1,7218,7218
372,152,14,1,35498,35498
373,152,5,2,650,1300
374,152,1,3,15634,46902
375,152,12,3,4285,12855
376,153,1,3,15634,46902
377,153,15,3,18482,55446
378,153,2,2,38685,77370
379,154,8,3,34634,103902
380,154,12,1,4285,4285
381,154,9,2,25644,51288
382,154,16,2,3369,6738
383,155,15,3,18482,55446
384,156,9,1,25644,25644
385,157,12,3,4285,12855
386,158,6,1,32165,32165
387,159,8,3,34634,103902
388,159,14,3,35498,106494
389,159,16,1,3369,3369
390,160,14,3,35498,106494
391,161,13,1,37479,37479
392,161,2,1,38685,38685
393,162,15,2,18482,36964
394,163,12,3,4285,12855
395,163,15,2,18482,36964
396,164,12,3,4285,12855
397,164,6,1,32165,32165
398,165,2,3,38685,116055
399,165,13,1,37479,37479
400,165,13,2,37479,74958
401,166,16,2,3369,6738
402,166,16,1,3369,3369
403,167,10,3,15153,45459
404,167,16,2,3369,6738
405,168,15,2,18482,36964
406,168,9,1,25644,25644
407,168,14,3,35498,106494
408,169,14,2,35498,70996
409,169,16,2,3369,6738
410,170,15,2,18482,36964
411,170,14,1,35498,35498
412,170,9,3,25644,76932
413,171,15,2,18482,36964
414,171,6,3,32165,96495
415,171,9,3,25644,76932
416,171,8,3,34634,103902
417,172,1,1,15634,15634
418,173,5,2,650,1300
419,173,10,1,15153,15153
420,173,3,1,7218,7218
421,174,12,1,4285,4285
422,174,9,3,25644,76932
423,175,15,2,18482,36964
424,175,3,1,7218,7218
425,176,2,1,38685,38685
426,176,12,2,4285,8570
427,176,5,3,650,1950
428,177,13,2,37479,74958
429,178,12,3,4285,12855
430,178,15,2,18482,36964
431,178,14,1,35498,35498
432,178,13,3,37479,112437
433,179,12,2,4285,8570
434,179,3,3,7218,21654
435,180,14,3,35498,106494
436,180,16,3,3369,10107
437,180,15,2,18482,36964
438,180,9,1,25644,25644
439,181,1,1,15634,15634
440,181,4,2,4502,9004
441,181,5,1,650,650
442,182,8,2,34634,69268
443,182,16,1,3369,3369
444,182,2,2,38685,77370
445,183,5,1,650,650
446,183,8,3,34634,103902
447,184,16,1,3369,3369
448,184,11,1,1486,1486
449,184,3,2,7218,14436
450,185,1,2,15634,31268
451,185,1,3,15634,46902
452,185,15,2,18482,36964
453,185,14,1,35498,35498
454,186,14,2,35498,70996
455,186,8,2,34634,69268
456,186,13,3,37479,112437
457,187,8,1,34634,34634
458,187,12,3,4285,12855
459,187,15,1,18482,18482
460,187,3,2,7218,14436
461,188,12,2,4285,8570
462,188,7,3,24792,74376
463,188,1,3,15634,46902
464,188,16,2,3369,6738
465,189,2,1,38685,38685
466,189,3,1,7218,7218
467,189,10,3,15153,45459
468,190,11,1,1486,1486
469,190,1,2,15634,31268
470,190,8,3,34634,103902
471,190,6,2,32165,64330
472,191,5,3,650,1950
473,191,11,1,1486,1486
474,191,8,2,34634,69268
475,191,3,1,7218,7218
476,192,13,2,37479,74958
477,192,9,2,25644,51288
478,192,5,1,650,650
479,192,13,3,37479,112437
480,193,12,1,4285,4285
481,194,1,2,15634,31268
482,195,3,1,7218,7218
483,195,11,3,1486,4458
484,196,16,3,3369,10107
485,196,9,3,25644,76932
486,196,5,1,650,650
487,196,14,1,35498,35498
488,197,12,1,4285,4285
489,197,10,1,15153,15153
490,198,5,1,650,650
491,198,3,2,7218,14436
492,198,5,1,650,650
493,199,10,3,15153,45459
494,199,16,3,3369,10107
495,199,10,2,15153,30306
496,199,11,2,1486,2972
497,200,5,1,650,650
498,200,1,3,15634,46902
499,200,3,3,7218,21654
500,200,7,3,24792,74376
501,201,13,2,37479,74958
502,201,16,1,3369,3369
503,201,9,1,25644,25644
504,201,10,1,15153,15153
505,202,8,2,34634,69268
506,202,11,1,1486,1486
507,202,14,2,35498,70996
508,203,14,2,35498,70996
509,203,6,3,32165,96495
510,204,12,2,4285,8570
511,204,5,2,650,1300
512,204,1,3,15634,46902
513,205,12,3,4285,12855
514,205,2,2,38685,77370
515,206,7,3,24792,74376
516,206,13,2,37479,74958
517,206,5,2,650,1300
518,206,14,1,35498,35498
519,207,14,3,35498,106494
520,207,3,1,7218,7218
521,207,7,3,24792,74376
522,207,8,3,34634,103902
523,208,7,3,24792,74376
524,209,8,1,34634,34634
525,210,6,3,32165,96495
526,210,6,2,32165,64330
527,210,9,2,25644,51288
528,211,3,2,7218,14436
529,211,14,3,35498,106494
530,212,14,2,35498,70996
531,212,7,1,24792,24792
532,212,3,1,7218,7218
533,212,16,3,3369,10107
534,213,15,2,18482,36964
535,213,5,1,650,650
536,213,9,3,25644,76932
537,213,1,2,15634,31268
538,214,5,3,650,1950
539,214,11,3,1486,4458
540,215,16,2,3369,6738
541,215,1,3,15634,46902
542,215,5,3,650,1950
543,216,3,1,7218,7218
544,216,2,2,38685,77370
545,216,7,2,24792,49584
546,217,10,3,15153,45459
547,217,15,1,18482,18482
548,218,11,3,1486,4458
549,218,10,1,15153,15153
550,218,15,1,18482,18482
551,218,6,2,32165,64330
552,219,7,1,24792,24792
553,219,7,2,24792,49584
554,219,5,3,650,1950
555,220,10,1,15153,15153
556,220,1,2,15634,31268
557,220,4,3,4502,13506
558,221,2,2,38685,77370
559,222,5,3,650,1950
560,223,6,2,32165,64330
561,223,3,2,7218,14436
562,223,7,2,24792,49584
563,223,10,1,15153,15153
564,224,14,1,35498,35498
565,224,8,2,34634,69268
566,224,13,3,37479,112437
567,224,5,1,650,650
568,225,14,3,35498,106494
569,226,3,3,7218,21654
570,226,11,3,1486,4458
571,226,5,1,650,650
572,227,12,3,4285,12855
573,228,1,3,15634,46902
574,228,12,1,4285,4285
575,229,11,3,1486,4458
576,230,11,3,1486,4458
577,230,10,1,15153,15153
578,230,12,2,4285,8570
579,231,1,3,15634,46902
580,231,2,3,38685,116055
581,232,5,3,650,1950
582,232,6,1,32165,32165
583,232,4,3,4502,13506
584,232,3,1,7218,7218
585,233,2,1,38685,38685
586,233,4,2,4502,9004
587,233,16,2,3369,6738
588,234,10,2,15153,30306
589,234,2,1,38685,38685
590,234,11,2,1486,2972
591,234,13,1,37479,37479
592,235,7,2,24792,49584
593,235,16,1,3369,3369
594,235,12,3,4285,12855
595,235,4,3,4502,13506
596,236,12,3,4285,12855
597,236,14,1,35498,35498
598,237,6,1,32165,32165
599,238,4,1,4502,4502
600,238,2,1,38685,38685
601,238,7,3,24792,74376
602,239,15,2,18482,36964
603,240,4,2,4502,9004
604,240,4,1,4502,4502
605,241,16,1,3369,3369
606,241,4,2,4502,9004
607,242,3,1,7218,7218
608,242,8,3,34634,103902
609,243,9,2,25644,51288
610,243,6,1,32165,32165
611,243,16,3,3369,10107
612,244,13,2,37479,74958
613,245,8,2,34634,69268
614,246,16,3,3369,10107
615,246,5,2,650,1300
616,247,11,1,1486,1486
617,247,2,2,38685,77370
618,247,3,2,7218,14436
619,247,16,1,3369,3369
620,248,7,3,24792,74376
621,248,10,2,15153,30306
622,248,8,2,34634,69268
623,248,5,1,650,650
624,249,2,1,38685,38685
625,249,10,1,15153,15153
626,249,13,2,37479,74958
627,249,11,3,1486,4458
628,250,8,2,34634,69268
629,250,14,2,35498,70996
630,250,16,1,3369,3369
631,251,16,3,3369,10107
632,251,6,2,32165,64330
633,251,14,2,35498,70996
634,251,3,2,7218,14436
635,252,12,2,4285,8570
636,253,8,1,34634,34634
637,253,6,2,32165,64330
638,254,15,3,18482,55446
639,255,7,1,24792,24792
640,256,14,3,35498,106494
641,256,16,1,3369,3369
642,256,4,2,4502,9004
643,257,10,1,15153,15153
644,257,14,3,35498,106494
645,257,8,1,34634,34634
646,257,8,3,34634,103902
647,258,13,2,37479,74958
648,259,11,1,1486,1486
649,259,11,2,1486,2972
650,259,7,2,24792,49584
651,259,5,1,650,650
652,260,1,2,15634,31268
653,261,5,1,650,650
654,262,3,1,7218,7218
655,262,1,3,15634,46902
656,262,5,1,650,650
657,262,5,1,650,650
658,263,1,3,15634,46902
659,263,14,1,35498,35498
660,263,1,2,15634,31268
661,263,2,1,38685,38685
662,264,12,2,4285,8570
663,264,1,3,15634,46902
664,264,1,2,15634,31268
665,264,7,2,24792,49584
666,265,9,1,25644,25644
667,265,4,3,4502,13506
668,266,6,2,32165,64330
669,266,6,2,32165,64330
670,266,5,1,650,650
671,266,7,1,24792,24792
672,267,5,2,650,1300
673,267,2,3,38685,116055
674,268,5,1,650,650
675,268,15,3,18482,55446
676,268,9,2,25644,51288
677,269,1,3,15634,46902
678,269,1,2,15634,31268
679,269,5,1,650,650
680,269,16,1,3369,3369
681,270,1,2,15634,31268
682,271,7,3,24792,74376
683,271,16,1,3369,3369
684,271,11,1,1486,1486
685,271,5,3,650,1950
686,272,11,1,1486,1486
687,273,14,2,35498,70996
688,273,10,3,15153,45459
689,274,10,1,15153,15153
690,274,6,1,32165,32165
691,274,3,2,7218,14436
692,274,2,2,38685,77370
693,275,16,1,3369,3369
694,276,8,2,34634,69268
695,276,7,2,24792,49584
696,276,1,1,15634,15634
697,276,13,3,37479,112437
698,277,13,2,37479,74958
699,277,10,1,15153,15153
700,278,11,1,1486,1486
701,278,2,3,38685,116055
702,278,5,2,650,1300
703,278,7,1,24792,24792
704,279,4,2,4502,9004
705,279,2,2,38685,77370
706,280,4,1,4502,4502
707,281,13,3,37479,112437
708,281,10,3,15153,45459
709,282,4,1,4502,4502
710,282,5,3,650,1950
711,282,5,3,650,1950
712,282,2,3,38685,116055
713,283,4,2,4502,9004
714,284,4,1,4502,4502
715,285,12,1,4285,4285
716,286,9,1,25644,25644
717,286,6,1,32165,32165
718,286,3,3,7218,21654
719,286,8,2,34634,69268
720,287,6,3,32165,96495
721,287,2,1,38685,38685
722,287,13,2,37479,74958
723,288,7,1,24792,24792
724,288,1,2,15634,31268
725,288,3,1,7218,7218
726,289,16,1,3369,3369
727,289,15,1,18482,18482
728,290,8,2,34634,69268
729,290,5,3,650,1950
730,290,3,1,7218,7218
731,290,7,2,24792,49584
732,291,1,2,15634,31268
733,291,13,1,37479,37479
734,292,1,2,15634,31268
735,292,13,1,37479,37479
736,293,3,2,7218,14436
737,293,10,2,15153,30306
738,293,5,1,650,650
739,293,1,1,15634,15634
740,294,8,2,34634,69268
741,294,11,3,1486,4458
742,294,11,2,1486,2972
743,294,15,3,18482,55446
744,295,2,2,38685,77370
745,295,15,2,18482,36964
746,296,13,3,37479,112437
747,297,5,1,650,650
748,297,6,1,32165,32165
749,297,5,3,650,1950
750,297,13,2,37479,74958
751,298,13,3,37479,112437
752,298,4,2,4502,9004
753,299,13,1,37479,37479
754,299,12,3,4285,12855
755,300,1,3,15634,46902
756,300,15,2,18482,36964
757,300,7,3,24792,74376
758,300,10,2,15153,30306
759,301,7,2,24792,49584
760,301,13,1,37479,37479
761,302,10,2,15153,30306
762,302,7,1,24792,24792
763,302,4,3,4502,13506
764,302,2,1,38685,38685
765,303,12,2,4285,8570
766,303,1,2,15634,31268
767,304,11,2,1486,2972
768,304,13,2,37479,74958
769,304,3,3,7218,21654
770,304,9,2,25644,51288
771,305,4,3,4502,13506
772,305,12,1,4285,4285
773,306,3,2,7218,14436
774,306,14,2,35498,70996
775,307,11,1,1486,1486
776,307,5,1,650,650
777,308,1,1,15634,15634
778,309,3,2,7218,14436
779,309,11,3,1486,4458
780,310,7,1,24792,24792
781,311,7,1,24792,24792
782,311,11,2,1486,2972
783,312,13,3,37479,112437
784,312,15,3,18482,55446
785,312,11,2,1486,2972
786,313,1,2,15634,31268
787,313,2,3,38685,116055
788,314,4,3,4502,13506
789,314,9,2,25644,51288
790,315,12,1,4285,4285
791,315,9,1,25644,25644
792,315,3,3,7218,21654
793,315,9,1,25644,25644
794,316,11,1,1486,1486
795,316,10,3,15153,45459
796,316,13,1,37479,37479
797,317,8,2,34634,69268
798,317,11,1,1486,1486
799,318,15,1,18482,18482
800,319,13,2,37479,74958
801,319,2,1,38685,38685
802,319,6,3,32165,96495
803,319,2,1,38685,38685
804,320,9,3,25644,76932
805,320,15,1,18482,18482
806,320,9,3,25644,76932
807,321,13,3,37479,112437
808,322,6,3,32165,96495
809,323,2,3,38685,116055
810,323,16,2,3369,6738
811,323,6,2,32165,64330
812,323,7,1,24792,24792
813,324,9,3,25644,76932
814,324,15,3,18482,55446
815,325,1,3,15634,46902
816,325,5,2,650,1300
817,325,1,3,15634,46902
818,326,15,3,18482,55446
819,326,4,1,4502,4502
820,327,14,2,35498,70996
821,327,16,3,3369,10107
822,327,11,3,1486,4458
823,328,6,3,32165,96495
824,329,1,3,15634,46902
825,329,11,1,1486,1486
826,329,16,2,3369,6738
827,330,6,3,32165,96495
828,330,2,3,38685,116055
829,330,8,2,34634,69268
830,330,15,1,18482,18482
831,331,10,3,15153,45459
832,331,7,2,24792,49584
833,331,3,1,7218,7218
834,331,13,3,37479,112437
835,332,15,1,18482,18482
836,332,3,2,7218,14436
837,333,10,1,15153,15153
838,334,12,3,4285,12855
839,334,4,2,4502,9004
840,335,11,1,1486,1486
841,335,4,3,4502,13506
842,335,10,3,15153,45459
843,336,15,1,18482,18482
844,337,13,1,37479,37479
845,337,11,1,1486,1486
846,337,5,1,650,650
847,337,9,1,25644,25644
848,338,10,3,15153,45459
849,338,5,1,650,650
850,338,5,3,650,1950
851,339,5,2,650,1300
852,339,4,2,4502,9004
853,339,12,2,4285,8570
854,339,6,2,32165,64330
855,340,15,3,18482,55446
856,340,7,1,24792,24792
857,340,8,1,34634,34634
858,340,11,3,1486,4458
859,341,3,1,7218,7218
860,342,5,1,650,650
861,342,10,2,15153,30306
862,342,7,1,24792,24792
863,342,8,3,34634,103902
864,343,12,1,4285,4285
865,343,4,1,4502,4502
866,343,6,2,32165,64330
867,344,8,3,34634,103902
868,344,11,2,1486,2972
869,344,5,1,650,650
870,344,8,2,34634,69268
871,345,16,3,3369,10107
872,345,10,3,15153,45459
873,345,12,2,4285,8570
874,346,6,1,32165,32165
875,346,4,1,4502,4502
876,347,10,2,15153,30306
877,348,4,2,4502,9004
878,348,14,3,35498,106494
879,349,4,2,4502,9004
880,349,1,2,15634,31268
881,349,15,3,18482,55446
882,350,13,1,37479,37479
883,350,15,3,18482,55446
884,350,4,2,4502,9004
885,350,9,1,25644,25644
886,351,5,3,650,1950
887,351,2,3,38685,116055
888,352,15,3,18482,55446
889,352,5,1,650,650
890,352,8,2,34634,69268
891,353,11,2,1486,2972
892,353,14,2,35498,70996
893,353,9,2,25644,51288
894,353,8,3,34634,103902
895,354,14,1,35498,35498
896,354,11,3,1486,4458
897,354,8,2,34634,69268
898,355,9,3,25644,76932
899,356,3,3,7218,21654
900,356,6,2,32165,64330
901,356,12,1,4285,4285
902,356,1,3,15634,46902
903,357,15,2,18482,36964
904,357,5,1,650,650
905,357,5,3,650,1950
906,358,13,1,37479,37479
907,358,10,1,15153,15153
908,359,2,3,38685,116055
909,359,16,1,3369,3369
910,360,10,1,15153,15153
911,360,13,3,37479,112437
912,360,7,2,24792,49584
913,361,1,3,15634,46902
914,361,6,1,32165,32165
915,362,16,3,3369,10107
916,362,3,2,7218,14436
917,362,1,2,15634,31268
918,362,8,2,34634,69268
919,363,3,3,7218,21654
920,363,10,3,15153,45459
921,363,14,1,35498,35498
922,363,7,2,24792,49584
923,364,12,1,4285,4285
924,364,5,1,650,650
925,364,15,3,18482,55446
926,365,2,1,38685,38685
927,365,6,3,32165,96495
928,365,8,1,34634,34634
929,366,7,2,24792,49584
930,366,9,1,25644,25644
931,367,8,1,34634,34634
932,367,1,1,15634,15634
933,367,16,2,3369,6738
934,368,8,2,34634,69268
935,369,14,1,35498,35498
936,369,1,2,15634,31268
937,369,1,3,15634,46902
938,369,1,2,15634,31268
939,370,2,2,38685,77370
940,371,8,2,34634,69268
941,371,5,2,650,1300
942,371,14,2,35498,70996
943,371,10,1,15153,15153
944,372,11,2,1486,2972
945,372,7,3,24792,74376
946,373,15,2,18482,36964
947,373,10,2,15153,30306
948,373,1,2,15634,31268
949,373,11,3,1486,4458
950,374,4,1,4502,4502
951,375,8,2,34634,69268
952,375,12,3,4285,12855
953,375,5,3,650,1950
954,376,5,3,650,1950
955,376,3,1,7218,7218
956,377,5,2,650,1300
957,378,15,3,18482,55446
958,378,10,3,15153,45459
959,378,5,2,650,1300
960,379,11,1,1486,1486
961,380,13,2,37479,74958
962,381,2,1,38685,38685
963,381,15,3,18482,55446
964,381,15,1,18482,18482
965,382,15,2,18482,36964
966,382,2,1,38685,38685
967,382,10,3,15153,45459
968,382,15,2,18482,36964
969,383,10,2,15153,30306
970,383,10,3,15153,45459
971,384,14,2,35498,70996
972,385,11,2,1486,2972
973,385,6,2,32165,64330
974,385,14,3,35498,106494
975,386,8,3,34634,103902
976,387,1,1,15634,15634
977,387,4,3,4502,13506
978,387,7,2,24792,49584
979,387,6,2,32165,64330
980,388,5,1,650,650
981,388,5,2,650,1300
982,389,2,3,38685,116055
983,389,13,2,37479,74958
984,389,6,2,32165,64330
985,390,15,1,18482,18482
986,390,7,2,24792,49584
987,390,6,3,32165,96495
988,391,15,2,18482,36964
989,392,16,1,3369,3369
990,392,6,2,32165,64330
991,392,9,1,25644,25644
992,392,2,2,38685,77370
993,393,10,3,15153,45459
994,394,5,3,650,1950
995,395,12,2,4285,8570
996,396,10,3,15153,45459
997,397,2,2,38685,77370
998,397,16,2,3369,6738
999,397,7,1,24792,24792
1000,397,2,1,38685,38685
1001,398,4,3,4502,13506
1002,398,4,3,4502,13506
1003,399,13,2,37479,74958
1004,399,15,1,18482,18482
1005,400,13,2,37479,74958
